Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Cost,Profit Margin
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45.0,800,36000.0,12600.0,Online,23400.0,35.0
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,800,48000.0,16800.0,Online,31200.0,35.0
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,800,48000.0,16800.0,Online,31200.0,35.0
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Men's Street Footwear,50.0,800,40000.0,16000.0,Online,24000.0,40.0
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Street Footwear,50.0,795,39750.0,19875.0,In-store,19875.0,50.0
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Men's Street Footwear,45.0,795,35775.0,14310.0,Online,21465.0,40.0
Walmart,1197831,2020-08-14,South,Texas,Houston,Women's Street Footwear,35.0,775,27125.0,9494.0,Outlet,17631.0,35.00092165898617
West Gear,1128299,2020-11-01,South,Texas,Houston,Men's Street Footwear,40.0,775,31000.0,10850.0,Outlet,20150.0,35.0
West Gear,1128299,2020-11-02,South,Texas,Houston,Men's Athletic Footwear,50.0,775,38750.0,7750.0,Outlet,31000.0,20.0
West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,50.0,775,38750.0,13563.0,Outlet,25187.0,35.001290322580644
West Gear,1128299,2020-11-06,West,California,San Francisco,Women's Apparel,50.0,775,38750.0,5813.0,Outlet,32937.0,15.001290322580646
West Gear,1128299,2021-01-16,West,California,San Francisco,Men's Apparel,65.0,775,50375.0,25188.0,Outlet,25187.0,50.00099255583127
West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,80.0,775,62000.0,9300.0,Outlet,52700.0,15.0
West Gear,1128299,2021-01-26,West,California,San Francisco,Women's Street Footwear,55.0,775,42625.0,12788.0,Outlet,29837.0,30.00117302052786
West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,70.0,775,54250.0,5425.0,Outlet,48825.0,10.0
West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,70.0,775,54250.0,5425.0,Outlet,48825.0,10.0
West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,55.0,775,42625.0,12788.0,Outlet,29837.0,30.00117302052786
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,55.0,775,42625.0,10656.0,Outlet,31969.0,24.99941348973607
Sports Direct,1197831,2021-09-05,South,Texas,Dallas,Men's Athletic Footwear,30.0,775,23250.0,8138.0,Outlet,15112.0,35.00215053763441
Sports Direct,1197831,2021-09-27,South,Texas,Dallas,Women's Apparel,60.0,775,46500.0,25575.0,Outlet,20925.0,55.00000000000001
Sports Direct,1197831,2021-10-21,South,Texas,Dallas,Women's Apparel,70.0,775,54250.0,29838.0,Outlet,24412.0,55.00092165898618
West Gear,1128299,2020-04-20,West,Colorado,Denver,Men's Street Footwear,65.0,775,50375.0,22669.0,In-store,27706.0,45.00049627791563
West Gear,1128299,2020-07-07,West,Washington,Seattle,Men's Street Footwear,85.0,775,65875.0,19763.0,In-store,46112.0,30.000759013282735
Foot Locker,1185732,2020-08-20,Southeast,Florida,Miami,Women's Street Footwear,35.0,775,27125.0,6781.0,In-store,20344.0,24.999078341013824
Foot Locker,1185732,2020-08-23,Southeast,Florida,Miami,Women's Apparel,45.0,775,34875.0,17438.0,In-store,17437.0,50.00143369175627
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,55.0,775,42625.0,14919.0,In-store,27706.0,35.00058651026393
West Gear,1185732,2020-09-08,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,775,38750.0,11625.0,In-store,27125.0,30.0
West Gear,1185732,2020-09-09,Southeast,Florida,Miami,Men's Apparel,65.0,775,50375.0,17631.0,In-store,32744.0,34.99950372208437
West Gear,1185732,2020-09-14,Southeast,Florida,Miami,Women's Athletic Footwear,55.0,775,42625.0,12788.0,In-store,29837.0,30.00117302052786
Foot Locker,1185732,2020-09-20,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,775,34875.0,10463.0,In-store,24412.0,30.001433691756276
Sports Direct,1185732,2020-10-08,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,775,38750.0,11625.0,In-store,27125.0,30.0
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Athletic Footwear,55.0,775,42625.0,12788.0,In-store,29837.0,30.00117302052786
Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Men's Apparel,65.0,775,50375.0,17631.0,In-store,32744.0,34.99950372208437
Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,40.0,775,31000.0,17050.0,Outlet,13950.0,55.00000000000001
Sports Direct,1197831,2021-04-09,South,Tennessee,Knoxville,Men's Street Footwear,40.0,775,31000.0,12400.0,Outlet,18600.0,40.0
Sports Direct,1197831,2021-04-10,South,Tennessee,Knoxville,Men's Athletic Footwear,45.0,775,34875.0,13950.0,Outlet,20925.0,40.0
Sports Direct,1197831,2021-04-21,South,Tennessee,Knoxville,Men's Street Footwear,45.0,775,34875.0,15694.0,Outlet,19181.0,45.00071684587814
Sports Direct,1197831,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,55.0,775,42625.0,19181.0,Outlet,23444.0,44.99941348973607
Sports Direct,1197831,2021-10-06,South,Alabama,Birmingham,Men's Street Footwear,60.0,775,46500.0,23250.0,Outlet,23250.0,50.0
Sports Direct,1197831,2021-10-07,South,Alabama,Birmingham,Men's Athletic Footwear,60.0,775,46500.0,23250.0,Outlet,23250.0,50.0
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Apparel,70.0,775,54250.0,27125.0,In-store,27125.0,50.0
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Street Footwear,60.0,775,46500.0,20925.0,In-store,25575.0,45.0
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,775,42625.0,21313.0,In-store,21312.0,50.00117302052786
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Street Footwear,55.0,775,42625.0,14919.0,In-store,27706.0,35.00058651026393
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,80.0,775,62000.0,21700.0,In-store,40300.0,35.0
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Street Footwear,55.0,775,42625.0,14919.0,In-store,27706.0,35.00058651026393
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Athletic Footwear,80.0,775,62000.0,21700.0,In-store,40300.0,35.0
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Street Footwear,50.0,775,38750.0,15500.0,Online,23250.0,40.0
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,55.0,775,42625.0,17050.0,Online,25575.0,40.0
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Street Footwear,55.0,775,42625.0,17050.0,Online,25575.0,40.0
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Athletic Footwear,55.0,775,42625.0,17050.0,Online,25575.0,40.0
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Women's Street Footwear,30.0,775,23250.0,5813.0,Online,17437.0,25.00215053763441
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Apparel,40.0,775,31000.0,15500.0,Online,15500.0,50.0
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Street Footwear,50.0,775,38750.0,9688.0,Online,29062.0,25.001290322580644
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55.0,775,42625.0,12788.0,Online,29837.0,30.00117302052786
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45.0,775,34875.0,10463.0,Online,24412.0,30.001433691756276
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Apparel,60.0,775,46500.0,23250.0,Online,23250.0,50.0
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,60.0,775,46500.0,13950.0,Online,32550.0,30.0
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Apparel,70.0,775,54250.0,18988.0,Online,35262.0,35.00092165898617
Sports Direct,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,775,46500.0,16275.0,Online,30225.0,35.0
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Women's Apparel,75.0,775,58125.0,29063.0,Online,29062.0,50.00086021505376
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Men's Street Footwear,35.0,775,27125.0,10850.0,Online,16275.0,40.0
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Men's Street Footwear,55.0,775,42625.0,17050.0,Online,25575.0,40.0
Foot Locker,1185732,2021-02-18,Southeast,Kentucky,Louisville,Men's Street Footwear,30.0,775,23250.0,9300.0,Online,13950.0,40.0
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,70.0,775,54250.0,21700.0,Online,32550.0,40.0
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,55.0,775,42625.0,17050.0,Online,25575.0,40.0
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Street Footwear,35.0,770,26950.0,13475.0,In-store,13475.0,50.0
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Men's Street Footwear,30.0,770,23100.0,9240.0,Online,13860.0,40.0
Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,40.0,750,30000.0,13500.0,Outlet,16500.0,45.0
Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,50.0,750,37500.0,13125.0,Outlet,24375.0,35.0
Walmart,1197831,2020-09-16,South,Texas,Houston,Women's Apparel,55.0,750,41250.0,20625.0,Outlet,20625.0,50.0
West Gear,1128299,2021-01-01,West,California,San Francisco,Men's Athletic Footwear,65.0,750,48750.0,12188.0,Outlet,36562.0,25.00102564102564
West Gear,1128299,2021-01-02,West,California,San Francisco,Women's Street Footwear,65.0,750,48750.0,19500.0,Outlet,29250.0,40.0
West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,65.0,750,48750.0,14625.0,Outlet,34125.0,30.0
West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,75.0,750,56250.0,28125.0,Outlet,28125.0,50.0
Kohl's,1189833,2021-03-13,West,California,Los Angeles,Men's Street Footwear,35.0,750,26250.0,10500.0,Outlet,15750.0,40.0
Kohl's,1189833,2021-04-20,West,California,Los Angeles,Men's Athletic Footwear,50.0,750,37500.0,9375.0,Outlet,28125.0,25.0
Kohl's,1189833,2021-04-21,West,California,Los Angeles,Women's Street Footwear,50.0,750,37500.0,15000.0,Outlet,22500.0,40.0
Kohl's,1189833,2021-04-27,West,California,Los Angeles,Women's Street Footwear,50.0,750,37500.0,15000.0,Outlet,22500.0,40.0
Sports Direct,1197831,2021-09-04,South,Texas,Dallas,Men's Street Footwear,20.0,750,15000.0,5250.0,Outlet,9750.0,35.0
West Gear,1128299,2020-02-07,West,Nevada,Las Vegas,Men's Street Footwear,60.0,750,45000.0,18000.0,Outlet,27000.0,40.0
West Gear,1128299,2020-06-25,West,Washington,Seattle,Men's Street Footwear,75.0,750,56250.0,16875.0,In-store,39375.0,30.0
West Gear,1128299,2020-07-08,West,Washington,Seattle,Men's Athletic Footwear,80.0,750,60000.0,15000.0,In-store,45000.0,25.0
West Gear,1128299,2020-07-31,West,Washington,Seattle,Men's Street Footwear,80.0,750,60000.0,18000.0,In-store,42000.0,30.0
West Gear,1128299,2020-08-01,West,Washington,Seattle,Men's Athletic Footwear,85.0,750,63750.0,15938.0,In-store,47812.0,25.00078431372549
Foot Locker,1185732,2020-08-10,Southeast,Florida,Miami,Men's Apparel,55.0,750,41250.0,14438.0,In-store,26812.0,35.00121212121212
Foot Locker,1185732,2020-08-13,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,750,33750.0,11813.0,In-store,21937.0,35.001481481481484
Foot Locker,1185732,2020-08-16,Southeast,Florida,Miami,Men's Apparel,55.0,750,41250.0,14438.0,In-store,26812.0,35.00121212121212
Foot Locker,1185732,2020-08-19,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,750,33750.0,11813.0,In-store,21937.0,35.001481481481484
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,50.0,750,37500.0,9375.0,In-store,28125.0,25.0
Foot Locker,1185732,2020-09-21,Southeast,Florida,Miami,Men's Apparel,55.0,750,41250.0,14438.0,In-store,26812.0,35.00121212121212
Sports Direct,1185732,2020-09-25,Southeast,Florida,Miami,Women's Street Footwear,45.0,750,33750.0,8438.0,In-store,25312.0,25.00148148148148
Sports Direct,1185732,2020-10-09,Southeast,Florida,Miami,Men's Apparel,65.0,750,48750.0,17063.0,In-store,31687.0,35.00102564102564
Kohl's,1189833,2021-02-02,Midwest,Montana,Billings,Men's Street Footwear,40.0,750,30000.0,13500.0,Outlet,16500.0,45.0
Sports Direct,1197831,2021-04-04,South,Tennessee,Knoxville,Men's Athletic Footwear,25.0,750,18750.0,7500.0,Outlet,11250.0,40.0
Sports Direct,1197831,2021-05-20,South,Tennessee,Knoxville,Women's Apparel,65.0,750,48750.0,29250.0,Outlet,19500.0,60.0
Sports Direct,1197831,2021-08-30,South,Alabama,Birmingham,Women's Apparel,45.0,750,33750.0,20250.0,Outlet,13500.0,60.0
Sports Direct,1197831,2021-08-31,South,Alabama,Birmingham,Men's Street Footwear,45.0,750,33750.0,15188.0,Outlet,18562.0,45.001481481481484
Sports Direct,1197831,2021-09-01,South,Alabama,Birmingham,Men's Athletic Footwear,50.0,750,37500.0,16875.0,Outlet,20625.0,45.0
Sports Direct,1197831,2021-09-12,South,Alabama,Birmingham,Men's Street Footwear,40.0,750,30000.0,15000.0,Outlet,15000.0,50.0
Sports Direct,1197831,2021-09-13,South,Alabama,Birmingham,Men's Athletic Footwear,55.0,750,41250.0,20625.0,Outlet,20625.0,50.0
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Street Footwear,85.0,750,63750.0,15938.0,Outlet,47812.0,25.00078431372549
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Athletic Footwear,95.0,750,71250.0,17813.0,In-store,53437.0,25.00070175438596
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,750,41250.0,20625.0,In-store,20625.0,50.0
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Street Footwear,65.0,750,48750.0,17063.0,In-store,31687.0,35.00102564102564
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,75.0,750,56250.0,19688.0,In-store,36562.0,35.00088888888889
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,35.0,750,26250.0,13125.0,In-store,13125.0,50.0
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Men's Street Footwear,50.0,750,37500.0,18750.0,In-store,18750.0,50.0
Foot Locker,1185732,2021-07-17,Midwest,Missouri,St. Louis,Men's Street Footwear,40.0,750,30000.0,12000.0,In-store,18000.0,40.0
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Street Footwear,35.0,750,26250.0,10500.0,In-store,15750.0,40.0
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Street Footwear,65.0,750,48750.0,17063.0,In-store,31687.0,35.00102564102564
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Athletic Footwear,75.0,750,56250.0,19688.0,In-store,36562.0,35.00088888888889
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Athletic Footwear,95.0,750,71250.0,28500.0,Online,42750.0,40.0
West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Apparel,45.0,750,33750.0,16875.0,Online,16875.0,50.0
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Street Footwear,45.0,750,33750.0,11813.0,Online,21937.0,35.001481481481484
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Athletic Footwear,50.0,750,37500.0,13125.0,Online,24375.0,35.0
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Men's Street Footwear,50.0,750,37500.0,15000.0,Online,22500.0,40.0
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Men's Athletic Footwear,55.0,750,41250.0,16500.0,Online,24750.0,40.0
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Street Footwear,55.0,750,41250.0,14438.0,Online,26812.0,35.00121212121212
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.0,750,37500.0,13125.0,Online,24375.0,35.0
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,50.0,750,37500.0,11250.0,Online,26250.0,30.0
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Apparel,65.0,750,48750.0,17063.0,Online,31687.0,35.00102564102564
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Apparel,55.0,750,41250.0,14438.0,Online,26812.0,35.00121212121212
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45.0,750,33750.0,11813.0,Online,21937.0,35.001481481481484
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,55.0,750,41250.0,12375.0,Online,28875.0,30.0
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Street Footwear,45.0,750,33750.0,13500.0,Online,20250.0,40.0
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Men's Street Footwear,60.0,750,45000.0,18000.0,Online,27000.0,40.0
Sports Direct,1185732,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,50.0,745,37250.0,9313.0,In-store,27937.0,25.001342281879197
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Street Footwear,40.0,745,29800.0,11920.0,Online,17880.0,40.0
Sports Direct,1197831,2020-08-08,South,Texas,Houston,Women's Street Footwear,35.0,725,25375.0,8881.0,Outlet,16494.0,34.99901477832512
West Gear,1128299,2020-11-08,West,California,San Francisco,Men's Athletic Footwear,50.0,725,36250.0,7250.0,Outlet,29000.0,20.0
West Gear,1128299,2020-11-09,West,California,San Francisco,Women's Street Footwear,50.0,725,36250.0,12688.0,Outlet,23562.0,35.001379310344824
West Gear,1128299,2020-12-27,West,California,San Francisco,Women's Street Footwear,65.0,725,47125.0,16494.0,Outlet,30631.0,35.00053050397878
West Gear,1128299,2021-01-05,West,California,San Francisco,Women's Apparel,80.0,725,58000.0,11600.0,Outlet,46400.0,20.0
West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,60.0,725,43500.0,13050.0,Outlet,30450.0,30.0
West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,80.0,725,58000.0,8700.0,Outlet,49300.0,15.0
West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,55.0,725,39875.0,9969.0,Outlet,29906.0,25.00062695924765
West Gear,1128299,2021-01-28,West,California,San Francisco,Men's Apparel,65.0,725,47125.0,21206.0,Outlet,25919.0,44.99946949602122
West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,55.0,725,39875.0,11963.0,Outlet,27912.0,30.001253918495298
Kohl's,1189833,2021-05-03,West,California,Los Angeles,Women's Street Footwear,50.0,725,36250.0,14500.0,Outlet,21750.0,40.0
Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,65.0,725,47125.0,9425.0,Outlet,37700.0,20.0
Sports Direct,1197831,2021-08-11,Midwest,Illinois,Chicago,Men's Street Footwear,20.0,725,14500.0,4350.0,Outlet,10150.0,30.0
Sports Direct,1197831,2021-08-12,Midwest,Illinois,Chicago,Men's Athletic Footwear,30.0,725,21750.0,6525.0,Outlet,15225.0,30.0
Sports Direct,1197831,2021-09-28,South,Texas,Dallas,Men's Street Footwear,55.0,725,39875.0,15950.0,Outlet,23925.0,40.0
Sports Direct,1197831,2021-09-30,South,Texas,Dallas,Women's Street Footwear,60.0,725,43500.0,17400.0,Outlet,26100.0,40.0
Sports Direct,1197831,2021-10-10,South,Texas,Dallas,Men's Street Footwear,40.0,725,29000.0,11600.0,Outlet,17400.0,40.0
Sports Direct,1197831,2021-10-11,South,Texas,Dallas,Men's Athletic Footwear,40.0,725,29000.0,11600.0,Outlet,17400.0,40.0
Sports Direct,1197831,2021-10-18,South,Texas,Dallas,Women's Street Footwear,65.0,725,47125.0,18850.0,Outlet,28275.0,40.0
West Gear,1128299,2020-04-14,West,Colorado,Denver,Men's Street Footwear,60.0,725,43500.0,21750.0,In-store,21750.0,50.0
West Gear,1128299,2020-04-26,West,Colorado,Denver,Men's Street Footwear,70.0,725,50750.0,22838.0,In-store,27912.0,45.000985221674874
Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,725,32625.0,11419.0,In-store,21206.0,35.000766283524904
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,35.0,725,25375.0,6344.0,In-store,19031.0,25.000985221674878
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,60.0,725,43500.0,15225.0,In-store,28275.0,35.0
Sports Direct,1185732,2020-09-26,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,725,32625.0,9788.0,In-store,22837.0,30.00153256704981
Sports Direct,1185732,2020-09-27,Southeast,Florida,Miami,Men's Apparel,55.0,725,39875.0,13956.0,In-store,25919.0,34.99937304075235
Sports Direct,1185732,2020-10-01,Southeast,Florida,Miami,Women's Street Footwear,50.0,725,36250.0,9063.0,In-store,27187.0,25.00137931034483
Sports Direct,1197831,2021-04-03,South,Tennessee,Knoxville,Men's Street Footwear,15.0,725,10875.0,4350.0,Outlet,6525.0,40.0
Sports Direct,1197831,2021-04-26,South,Tennessee,Knoxville,Women's Apparel,55.0,725,39875.0,23925.0,Outlet,15950.0,60.0
Sports Direct,1197831,2021-08-26,South,Alabama,Birmingham,Men's Athletic Footwear,20.0,725,14500.0,6525.0,Outlet,7975.0,45.0
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Street Footwear,70.0,725,50750.0,12688.0,Outlet,38062.0,25.000985221674878
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Athletic Footwear,75.0,725,54375.0,10875.0,Outlet,43500.0,20.0
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Apparel,70.0,725,50750.0,25375.0,In-store,25375.0,50.0
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Apparel,60.0,725,43500.0,21750.0,In-store,21750.0,50.0
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Men's Street Footwear,35.0,725,25375.0,12688.0,In-store,12687.0,50.001970443349755
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Women's Apparel,65.0,725,47125.0,25919.0,In-store,21206.0,55.00053050397879
West Gear,1185732,2021-02-11,Midwest,Missouri,St. Louis,Men's Street Footwear,25.0,725,18125.0,7250.0,In-store,10875.0,40.0
West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Athletic Footwear,30.0,725,21750.0,7613.0,Online,14137.0,35.00229885057472
Sports Direct,1197831,2021-08-08,West,Idaho,Boise,Women's Apparel,60.0,725,43500.0,23925.0,Online,19575.0,55.00000000000001
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Apparel,65.0,725,47125.0,25919.0,Online,21206.0,55.00053050397879
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Street Footwear,50.0,725,36250.0,14500.0,Online,21750.0,40.0
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Apparel,50.0,725,36250.0,12688.0,Online,23562.0,35.001379310344824
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.0,725,29000.0,10150.0,Online,18850.0,35.0
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,725,18125.0,4531.0,Online,13594.0,24.99862068965517
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Apparel,35.0,725,25375.0,12688.0,Online,12687.0,50.001970443349755
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Street Footwear,45.0,725,32625.0,8156.0,Online,24469.0,24.999233716475093
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Street Footwear,40.0,725,29000.0,7250.0,Online,21750.0,25.0
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Apparel,70.0,725,50750.0,17763.0,Online,32987.0,35.00098522167488
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.0,725,25375.0,8881.0,Online,16494.0,34.99901477832512
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,725,18125.0,7250.0,Online,10875.0,40.0
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Apparel,35.0,725,25375.0,12688.0,Online,12687.0,50.001970443349755
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,55.0,725,39875.0,15950.0,Online,23925.0,40.0
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Women's Street Footwear,55.0,725,39875.0,15950.0,Online,23925.0,40.0
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,50.0,725,36250.0,12688.0,Online,23562.0,35.001379310344824
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Women's Apparel,75.0,725,54375.0,27188.0,Online,27187.0,50.00091954022988
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,60.0,725,43500.0,17400.0,Online,26100.0,40.0
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Men's Street Footwear,30.0,725,21750.0,8700.0,Online,13050.0,40.0
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Women's Apparel,70.0,725,50750.0,25375.0,Online,25375.0,50.0
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Men's Street Footwear,40.0,725,29000.0,11600.0,Online,17400.0,40.0
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Men's Street Footwear,30.0,725,21750.0,8700.0,Online,13050.0,40.0
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Street Footwear,50.0,725,36250.0,14500.0,Online,21750.0,40.0
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Men's Street Footwear,25.0,720,18000.0,7200.0,Online,10800.0,40.0
Sports Direct,1197831,2020-07-21,Northeast,New York,New York,Women's Street Footwear,35.0,700,24500.0,8575.0,Outlet,15925.0,35.0
Sports Direct,1197831,2020-07-22,Northeast,New York,New York,Women's Athletic Footwear,35.0,700,24500.0,11025.0,Outlet,13475.0,45.0
Sports Direct,1197831,2020-07-24,South,Texas,Houston,Women's Apparel,35.0,700,24500.0,12250.0,Outlet,12250.0,50.0
Sports Direct,1197831,2020-07-30,South,Texas,Houston,Women's Apparel,35.0,700,24500.0,12250.0,Outlet,12250.0,50.0
Sports Direct,1197831,2020-08-02,South,Texas,Houston,Women's Street Footwear,35.0,700,24500.0,8575.0,Outlet,15925.0,35.0
